Age,Gender,Location,Occupation,Education,Income,Device Ownership,Operating System,Internet Usage,Use of Security Tools,Social Media Usage,Privacy Settings,Info Sharing Frequency,Email Accounts,Email Filtering,Browsing Behavior,Security Awareness,Password Hygiene,Incident History,Sensitive Info Access,Workplace Policies,Remote Work Status,Risk Factor
64,Non-binary,Rural,Legal,Bachelor's,Medium,3,Windows,Medium,Yes,Medium,Public,Rarely,3,No,Risky,Medium,Weak,Yes,No,Strict,Yes,82
39,Male,Suburban,Finance,High School,Low,2,Android,High,No,High,Public,Rarely,4,Yes,Moderate,Low,Moderate,No,Yes,None,Yes,83
31,Male,Rural,Retail,Associate,High,2,Other,Low,Yes,Low,Public,Sometimes,1,Yes,Risky,High,Moderate,Yes,Yes,Moderate,Yes,68
43,Female,Rural,Healthcare,High School,High,3,iOS,Low,No,High,Public,Sometimes,1,Yes,Cautious,High,Weak,Yes,Yes,Moderate,Yes,79
45,Female,Suburban,Education,Associate,Medium,1,iOS,Low,Yes,Medium,Private,Often,1,No,Risky,High,Strong,No,Yes,None,Yes,70
40,Male,Suburban,Legal,Bachelor's,Low,4,iOS,Medium,Yes,High,Public,Rarely,2,No,Risky,Low,Weak,No,Yes,Moderate,No,79
31,Non-binary,Urban,Education,High School,Low,2,Linux,High,No,Low,Private,Rarely,2,No,Moderate,High,Moderate,No,No,Moderate,Yes,61
41,Female,Suburban,Healthcare,Bachelor's,High,4,Other,Low,Yes,Medium,Public,Often,2,No,Cautious,Medium,Moderate,Yes,No,Strict,No,77
19,Non-binary,Rural,Healthcare,High School,High,2,Linux,Medium,No,Medium,Private,Sometimes,3,No,Moderate,High,Weak,Yes,Yes,None,Yes,89
62,Male,Rural,Healthcare,Associate,Medium,4,Windows,Medium,Yes,High,Private,Sometimes,3,Yes,Cautious,High,Strong,No,Yes,None,Yes,73
43,Female,Suburban,IT,PhD,High,2,Android,Medium,No,High,Private,Often,4,No,Cautious,Medium,Weak,No,No,Strict,Yes,76
31,Female,Rural,Legal,PhD,Medium,1,Android,High,Yes,High,Public,Sometimes,2,Yes,Cautious,Medium,Weak,Yes,Yes,Strict,No,73
24,Male,Urban,Retail,Master's,Medium,2,iOS,Medium,No,Low,Private,Often,3,No,Risky,Low,Weak,Yes,No,None,No,81
20,Female,Rural,Retail,Master's,Medium,1,iOS,Medium,No,Low,Public,Sometimes,1,Yes,Moderate,Low,Strong,No,Yes,None,No,64
64,Male,Urban,Education,Bachelor's,Medium,2,Windows,High,No,Medium,Public,Sometimes,1,No,Cautious,Low,Weak,No,No,Strict,No,77
40,Female,Rural,Education,High School,High,4,Linux,High,No,Medium,Private,Sometimes,3,Yes,Risky,Low,Weak,No,Yes,Moderate,No,81
63,Male,Urban,Education,Master's,Medium,3,Other,Medium,Yes,Low,Private,Often,1,No,Moderate,Low,Weak,No,No,Strict,Yes,70
60,Female,Urban,Legal,Associate,High,2,Windows,Medium,No,High,Private,Often,1,No,Risky,Medium,Moderate,Yes,No,Moderate,No,83
64,Non-binary,Suburban,Finance,PhD,Medium,2,Android,Low,Yes,High,Private,Often,4,No,Risky,Medium,Strong,No,Yes,None,No,80
62,Non-binary,Urban,Education,High School,High,1,Android,High,Yes,Low,Public,Rarely,1,Yes,Cautious,Medium,Moderate,Yes,No,None,No,68
35,Non-binary,Suburban,Healthcare,PhD,Medium,4,Linux,High,No,High,Public,Rarely,2,No,Moderate,High,Moderate,Yes,Yes,None,No,93
55,Female,Rural,Education,High School,High,1,Windows,Low,No,Low,Public,Often,3,Yes,Risky,High,Weak,No,No,None,No,75
52,Female,Rural,Healthcare,Master's,Low,4,Other,Medium,No,High,Private,Rarely,3,Yes,Risky,High,Moderate,No,No,None,No,68
32,Non-binary,Rural,IT,Master's,Medium,4,Windows,Medium,No,High,Private,Rarely,2,No,Risky,Low,Weak,Yes,No,Strict,No,85
42,Non-binary,Urban,Finance,Bachelor's,Medium,1,Windows,Medium,Yes,Medium,Private,Sometimes,1,Yes,Risky,High,Weak,Yes,Yes,None,Yes,75
54,Male,Rural,Finance,High School,Low,3,Linux,Medium,No,High,Private,Sometimes,4,No,Cautious,Low,Weak,Yes,Yes,None,No,82
45,Male,Rural,Legal,Associate,Low,4,Other,Low,No,High,Public,Sometimes,4,Yes,Cautious,Low,Moderate,Yes,Yes,None,No,83
27,Male,Suburban,Legal,Master's,Medium,3,Android,High,No,Low,Public,Rarely,2,No,Moderate,Low,Strong,No,No,None,Yes,80
56,Non-binary,Suburban,Retail,Bachelor's,High,1,iOS,High,No,Low,Public,Rarely,1,Yes,Risky,Low,Weak,No,Yes,Moderate,Yes,86
34,Non-binary,Rural,IT,Master's,Medium,3,Other,Medium,Yes,Low,Private,Often,2,Yes,Cautious,High,Strong,Yes,No,None,Yes,65
56,Non-binary,Rural,Legal,PhD,High,4,Android,Low,Yes,Low,Private,Rarely,4,No,Moderate,Medium,Strong,Yes,Yes,Moderate,Yes,78
39,Male,Urban,Healthcare,Master's,Low,1,Linux,Medium,Yes,High,Private,Rarely,1,No,Moderate,Low,Moderate,No,No,Moderate,No,59
43,Female,Urban,IT,High School,High,3,Other,Medium,No,Low,Private,Often,2,Yes,Cautious,High,Weak,Yes,Yes,None,No,78
61,Non-binary,Rural,Finance,Bachelor's,Medium,1,Other,Low,Yes,Medium,Private,Often,2,Yes,Cautious,Low,Moderate,Yes,Yes,Moderate,No,74
42,Female,Suburban,Healthcare,High School,Low,1,Android,Low,No,Low,Public,Often,1,No,Risky,Low,Strong,Yes,No,None,No,83
34,Female,Rural,IT,Associate,Low,3,Android,High,Yes,High,Private,Sometimes,4,Yes,Cautious,Medium,Strong,Yes,Yes,Moderate,Yes,66
30,Female,Urban,Finance,Associate,Medium,4,Windows,High,No,Medium,Public,Often,1,Yes,Cautious,Low,Strong,Yes,Yes,Strict,No,89
37,Male,Suburban,Legal,Master's,Medium,4,Windows,Medium,Yes,High,Private,Sometimes,4,Yes,Cautious,Medium,Weak,Yes,Yes,None,No,73
42,Female,Suburban,Healthcare,Bachelor's,Low,4,Other,Medium,No,Medium,Public,Rarely,3,Yes,Moderate,High,Weak,No,No,None,No,70
21,Non-binary,Urban,Healthcare,Bachelor's,High,4,iOS,High,No,Medium,Private,Rarely,4,Yes,Cautious,Low,Moderate,Yes,No,Moderate,No,78
27,Male,Rural,Finance,Bachelor's,High,2,Linux,Low,Yes,Medium,Private,Sometimes,4,No,Moderate,Medium,Strong,Yes,Yes,Strict,No,66
20,Non-binary,Rural,Healthcare,Bachelor's,High,1,Android,Medium,No,High,Public,Sometimes,3,Yes,Moderate,Low,Weak,Yes,Yes,None,No,89
58,Non-binary,Rural,Legal,Master's,Medium,1,Windows,Medium,Yes,Medium,Private,Sometimes,2,No,Cautious,Low,Strong,Yes,No,Moderate,Yes,70
62,Male,Urban,Legal,High School,Low,2,Linux,Low,Yes,High,Private,Rarely,2,Yes,Moderate,Low,Weak,Yes,No,Moderate,Yes,76
35,Non-binary,Suburban,Legal,Master's,High,1,Other,Medium,Yes,Medium,Private,Rarely,4,No,Risky,Medium,Moderate,No,No,None,No,65
64,Non-binary,Urban,Finance,High School,Low,1,Android,Low,No,Low,Public,Often,3,No,Risky,High,Strong,No,No,Moderate,Yes,78
53,Male,Rural,Education,PhD,High,3,Android,High,Yes,Low,Private,Often,3,No,Moderate,Medium,Weak,No,No,None,Yes,73
64,Non-binary,Urban,Education,PhD,Low,2,Windows,High,No,Medium,Private,Rarely,1,Yes,Cautious,High,Moderate,Yes,No,Strict,No,62
39,Female,Suburban,Healthcare,High School,Medium,1,iOS,High,No,Medium,Private,Often,4,Yes,Cautious,Medium,Moderate,No,Yes,Strict,Yes,70
51,Non-binary,Urban,Legal,Master's,Medium,1,Android,High,Yes,Low,Private,Often,3,No,Moderate,Medium,Weak,Yes,No,Strict,Yes,75
64,Female,Rural,Healthcare,Associate,Medium,2,iOS,High,Yes,Low,Private,Sometimes,2,Yes,Cautious,High,Moderate,Yes,No,Strict,Yes,61
25,Non-binary,Suburban,Finance,Master's,High,2,Linux,Medium,No,High,Public,Rarely,3,No,Moderate,High,Weak,Yes,Yes,Moderate,No,84
57,Male,Urban,Healthcare,Associate,Medium,3,Android,High,No,Low,Public,Sometimes,3,No,Risky,High,Strong,No,Yes,Moderate,No,78
61,Male,Urban,Retail,Master's,Medium,3,Android,Medium,Yes,High,Public,Rarely,3,Yes,Moderate,Medium,Moderate,No,No,Moderate,Yes,58
36,Non-binary,Suburban,Education,Bachelor's,Medium,4,iOS,Medium,No,Medium,Public,Rarely,3,Yes,Moderate,High,Strong,Yes,Yes,None,No,68
59,Male,Suburban,Healthcare,Bachelor's,Low,4,Windows,Low,No,High,Private,Sometimes,2,Yes,Risky,Low,Weak,No,No,Strict,No,78
58,Non-binary,Rural,Healthcare,PhD,Low,3,Other,Medium,No,Medium,Private,Rarely,3,Yes,Risky,Low,Strong,Yes,Yes,None,No,80
54,Male,Suburban,IT,PhD,Low,1,Linux,Medium,Yes,High,Public,Sometimes,4,No,Moderate,Low,Moderate,No,Yes,Strict,No,67
23,Female,Rural,Healthcare,High School,Low,2,Android,High,Yes,High,Public,Sometimes,3,No,Risky,Low,Moderate,Yes,Yes,None,No,91
43,Non-binary,Urban,Retail,Associate,Low,3,Windows,High,Yes,High,Public,Rarely,2,Yes,Risky,High,Moderate,No,Yes,Moderate,Yes,70
51,Female,Rural,Education,Bachelor's,Low,4,Android,Low,No,Medium,Public,Rarely,4,No,Cautious,High,Moderate,No,No,Moderate,No,60
62,Female,Urban,IT,Master's,Low,2,Linux,Low,Yes,Medium,Public,Sometimes,3,Yes,Risky,Low,Weak,No,Yes,Moderate,Yes,81
23,Non-binary,Suburban,Finance,High School,Medium,4,Other,Medium,Yes,High,Private,Often,2,No,Risky,High,Strong,No,Yes,None,No,85
54,Female,Urban,Finance,Master's,Medium,1,Android,Low,No,Medium,Public,Often,4,Yes,Moderate,Low,Weak,Yes,Yes,Moderate,No,82
50,Non-binary,Suburban,Education,Bachelor's,High,1,iOS,High,Yes,High,Private,Rarely,3,Yes,Risky,Medium,Moderate,No,No,Moderate,Yes,61
39,Female,Urban,Finance,Bachelor's,Medium,4,Windows,High,Yes,Medium,Private,Rarely,3,No,Moderate,High,Strong,No,Yes,Strict,Yes,74
38,Non-binary,Urban,Retail,Bachelor's,Low,2,Other,High,Yes,High,Public,Often,3,Yes,Cautious,Medium,Moderate,No,No,None,Yes,70
23,Non-binary,Urban,Healthcare,Bachelor's,Low,4,Android,Medium,No,Low,Private,Rarely,4,No,Moderate,High,Strong,Yes,No,None,Yes,76
23,Male,Urban,Education,Master's,High,2,Other,Medium,No,Low,Private,Rarely,1,No,Moderate,High,Strong,No,Yes,Moderate,No,63
21,Non-binary,Rural,IT,High School,Medium,3,iOS,Low,Yes,High,Private,Often,3,No,Cautious,High,Moderate,No,Yes,None,Yes,78
47,Non-binary,Urban,Healthcare,Bachelor's,Medium,4,Android,High,No,Medium,Private,Rarely,2,Yes,Cautious,Medium,Weak,Yes,No,Moderate,No,72
28,Female,Rural,Finance,PhD,High,4,Other,Medium,Yes,High,Public,Often,1,No,Risky,Medium,Moderate,Yes,No,None,No,88
47,Non-binary,Suburban,Finance,High School,Low,2,Android,Medium,Yes,Low,Private,Often,3,No,Moderate,Low,Strong,Yes,Yes,Strict,Yes,71
48,Male,Suburban,IT,PhD,Low,3,Android,Low,Yes,Low,Private,Often,2,Yes,Moderate,Medium,Weak,Yes,No,None,Yes,68
41,Female,Rural,Retail,Master's,Low,2,Other,High,Yes,High,Public,Rarely,3,Yes,Moderate,Medium,Weak,No,Yes,Moderate,Yes,70
26,Female,Suburban,IT,Bachelor's,Low,2,Android,High,No,Low,Public,Sometimes,2,Yes,Cautious,Low,Weak,No,Yes,None,No,76
20,Male,Suburban,Education,High School,High,4,iOS,Low,Yes,High,Public,Sometimes,3,No,Moderate,Medium,Weak,Yes,Yes,None,Yes,89
48,Female,Urban,IT,Bachelor's,Medium,4,Other,Low,No,Low,Private,Sometimes,2,No,Risky,Medium,Strong,Yes,No,Strict,No,70
57,Female,Urban,Finance,Bachelor's,Low,2,Other,Low,No,Medium,Public,Rarely,2,No,Cautious,Low,Strong,Yes,Yes,None,Yes,92
54,Female,Urban,Retail,High School,Medium,1,iOS,Low,Yes,Medium,Private,Rarely,1,Yes,Moderate,Medium,Moderate,No,Yes,Strict,Yes,50
53,Female,Rural,Retail,Bachelor's,Medium,1,iOS,High,Yes,Medium,Public,Rarely,1,Yes,Cautious,Low,Strong,Yes,Yes,Strict,No,65
41,Male,Rural,Legal,Bachelor's,Low,1,iOS,High,Yes,High,Private,Rarely,4,No,Cautious,High,Moderate,No,Yes,Strict,No,61
48,Male,Suburban,IT,Associate,Low,4,Android,Low,Yes,High,Public,Sometimes,2,Yes,Cautious,High,Strong,Yes,Yes,Moderate,Yes,71
23,Female,Urban,Education,Associate,Low,4,Android,Medium,No,Medium,Public,Often,2,No,Moderate,Medium,Moderate,No,Yes,Strict,No,73
19,Female,Rural,Finance,High School,Medium,3,Linux,Medium,No,Medium,Private,Rarely,1,Yes,Moderate,High,Weak,No,Yes,None,Yes,78
37,Male,Rural,Healthcare,High School,High,4,Android,High,No,Medium,Public,Rarely,4,Yes,Risky,Medium,Weak,Yes,Yes,None,Yes,100
45,Male,Urban,Retail,Bachelor's,Low,3,iOS,High,No,Low,Public,Rarely,2,Yes,Cautious,Low,Strong,Yes,No,Strict,No,61
28,Male,Rural,IT,PhD,Medium,4,Linux,Low,Yes,Medium,Private,Often,3,Yes,Moderate,Low,Weak,No,No,Strict,Yes,75
21,Female,Urban,Legal,High School,Medium,1,iOS,Medium,Yes,Low,Public,Sometimes,3,No,Moderate,Low,Moderate,Yes,No,Strict,No,64
32,Female,Suburban,Education,Bachelor's,Low,1,Windows,High,No,Medium,Public,Rarely,4,No,Risky,High,Moderate,Yes,Yes,Moderate,No,77
23,Non-binary,Suburban,Education,PhD,High,2,Other,Medium,No,High,Private,Sometimes,2,No,Moderate,Low,Weak,No,No,Strict,Yes,76
47,Male,Suburban,Finance,Associate,Low,2,Windows,Low,No,Medium,Private,Rarely,2,No,Moderate,Low,Weak,No,Yes,Strict,Yes,77
55,Female,Urban,Retail,High School,Low,3,iOS,High,Yes,Low,Public,Sometimes,1,No,Moderate,Medium,Weak,Yes,No,Strict,No,59
19,Male,Rural,Finance,Bachelor's,High,3,Android,High,Yes,Medium,Public,Rarely,1,Yes,Cautious,Medium,Strong,Yes,No,Strict,No,70
32,Female,Suburban,Legal,Associate,Low,2,Other,Medium,No,Low,Private,Sometimes,2,Yes,Risky,Medium,Moderate,No,Yes,Strict,Yes,61
28,Male,Suburban,Healthcare,Master's,Low,3,Android,Medium,Yes,Medium,Private,Rarely,3,Yes,Risky,Medium,Strong,Yes,No,None,Yes,63
25,Female,Suburban,Healthcare,Associate,High,4,Android,High,No,Low,Public,Rarely,1,Yes,Risky,Low,Strong,No,No,None,Yes,88
43,Non-binary,Rural,Healthcare,Bachelor's,Medium,1,Other,Medium,No,Low,Private,Sometimes,3,No,Moderate,Medium,Moderate,No,Yes,None,Yes,68
62,Non-binary,Rural,Education,PhD,Medium,2,Other,Medium,Yes,Medium,Public,Sometimes,3,No,Moderate,High,Moderate,No,No,Moderate,Yes,60
61,Male,Urban,Retail,Master's,Medium,2,Windows,Low,Yes,Medium,Public,Often,3,Yes,Moderate,High,Moderate,No,No,Moderate,No,59
22,Female,Suburban,Finance,Master's,Medium,4,iOS,Medium,No,High,Private,Often,3,No,Cautious,High,Strong,No,Yes,None,No,81
23,Female,Rural,Finance,Master's,Medium,3,Android,High,Yes,High,Private,Often,4,No,Cautious,Medium,Moderate,Yes,No,Strict,No,75
43,Male,Urban,Legal,High School,Low,2,iOS,Low,Yes,High,Private,Often,4,No,Risky,Low,Weak,No,Yes,Strict,No,76
21,Female,Suburban,Healthcare,Bachelor's,High,2,iOS,High,Yes,Low,Private,Sometimes,1,Yes,Cautious,Medium,Moderate,No,No,Moderate,No,54
36,Male,Rural,Retail,Master's,Medium,4,Linux,Low,Yes,Low,Public,Often,2,No,Cautious,High,Strong,No,No,Moderate,No,63
37,Female,Rural,Retail,Associate,High,1,Windows,Low,Yes,High,Private,Rarely,4,Yes,Moderate,Medium,Weak,Yes,No,Strict,Yes,65
50,Male,Urban,Legal,PhD,Medium,2,Android,Medium,Yes,High,Public,Sometimes,2,No,Moderate,High,Weak,Yes,Yes,Moderate,No,71
37,Female,Suburban,IT,Bachelor's,Low,2,Other,Medium,No,Medium,Public,Rarely,1,Yes,Risky,Low,Strong,No,Yes,Strict,Yes,75
29,Male,Suburban,Retail,Associate,Medium,4,Other,High,No,High,Public,Often,3,Yes,Moderate,Low,Strong,No,No,None,No,82
64,Female,Rural,Retail,High School,Medium,2,iOS,Medium,No,Low,Public,Often,2,Yes,Moderate,Low,Moderate,Yes,No,Moderate,No,66
18,Non-binary,Suburban,Finance,Master's,High,2,Windows,Low,No,Medium,Public,Often,4,Yes,Cautious,Low,Weak,No,Yes,None,No,92
43,Female,Urban,Legal,Associate,High,1,Windows,Medium,Yes,High,Private,Sometimes,2,Yes,Risky,Low,Moderate,No,No,Moderate,Yes,66
31,Male,Rural,Retail,Bachelor's,Low,2,Android,High,No,High,Private,Rarely,4,No,Cautious,Medium,Weak,No,Yes,None,No,73
55,Non-binary,Rural,Retail,Associate,High,4,Android,Low,Yes,High,Public,Rarely,2,Yes,Risky,Low,Strong,Yes,Yes,None,No,83
54,Female,Urban,Finance,High School,High,1,iOS,High,No,Medium,Private,Sometimes,4,No,Risky,Medium,Weak,Yes,Yes,Moderate,Yes,86
28,Non-binary,Rural,Retail,PhD,High,1,iOS,Medium,No,Medium,Private,Often,3,No,Moderate,High,Weak,Yes,No,Moderate,Yes,71
53,Female,Suburban,Finance,Master's,Low,1,iOS,Low,Yes,Medium,Public,Often,2,Yes,Cautious,High,Weak,Yes,Yes,None,No,73
30,Non-binary,Suburban,IT,Bachelor's,Low,3,Linux,High,Yes,High,Public,Sometimes,1,No,Cautious,Low,Moderate,Yes,Yes,None,No,84
60,Male,Rural,Education,Master's,Low,4,Windows,Medium,No,Medium,Private,Rarely,2,No,Moderate,Medium,Weak,No,No,Strict,Yes,70
20,Female,Urban,Finance,Master's,High,3,iOS,Medium,Yes,Medium,Public,Rarely,4,No,Risky,Low,Moderate,Yes,Yes,None,No,86
50,Female,Urban,Finance,Master's,High,2,Windows,High,Yes,Medium,Private,Rarely,2,Yes,Risky,High,Weak,No,No,Moderate,Yes,72
23,Male,Suburban,Retail,Associate,Low,1,Other,Low,Yes,Medium,Private,Rarely,1,No,Risky,Medium,Moderate,Yes,No,Strict,Yes,67
27,Non-binary,Urban,Finance,Associate,High,3,Other,High,Yes,Low,Public,Often,3,No,Risky,High,Moderate,No,No,Strict,Yes,80
22,Male,Rural,Legal,PhD,High,2,Windows,Medium,No,High,Private,Often,2,Yes,Moderate,Medium,Weak,No,No,None,Yes,83
40,Male,Rural,Healthcare,High School,Medium,3,Other,High,Yes,Medium,Private,Sometimes,3,Yes,Risky,High,Strong,Yes,No,Strict,No,62
27,Non-binary,Suburban,Healthcare,Bachelor's,Low,1,Other,Medium,No,Low,Public,Sometimes,3,No,Cautious,Low,Strong,Yes,No,Moderate,No,66
61,Male,Suburban,IT,Associate,Low,2,Other,Low,No,Low,Public,Sometimes,3,No,Risky,Low,Weak,No,Yes,Moderate,No,83
19,Female,Suburban,Finance,Master's,High,1,Android,High,No,High,Private,Often,4,No,Risky,Low,Weak,No,No,None,No,98
30,Female,Urban,Legal,High School,High,1,Android,Low,No,High,Public,Often,2,No,Risky,High,Strong,Yes,No,Strict,Yes,88
57,Female,Rural,Retail,Bachelor's,Medium,3,Windows,High,No,Medium,Private,Often,2,No,Moderate,High,Moderate,No,No,None,Yes,79
19,Male,Rural,Retail,Bachelor's,Low,4,Windows,Medium,No,High,Public,Sometimes,1,Yes,Risky,High,Strong,No,Yes,None,No,76
37,Female,Rural,Education,Bachelor's,Low,2,Linux,Low,No,High,Public,Often,3,Yes,Moderate,Low,Strong,No,Yes,None,Yes,81
18,Female,Suburban,IT,Bachelor's,High,2,Android,Medium,Yes,High,Private,Rarely,4,No,Cautious,High,Strong,No,No,Strict,Yes,66
54,Female,Rural,Legal,PhD,Low,4,Windows,High,No,High,Private,Often,4,No,Risky,High,Moderate,Yes,No,Moderate,No,85
26,Female,Urban,Legal,Bachelor's,High,2,Android,Medium,Yes,Medium,Private,Rarely,1,No,Risky,Low,Strong,No,Yes,Moderate,No,68
34,Female,Urban,Retail,High School,Medium,3,Linux,High,Yes,Low,Public,Rarely,2,No,Cautious,High,Weak,Yes,No,Strict,No,68
26,Female,Rural,Education,Associate,High,2,Windows,Low,No,High,Private,Rarely,2,Yes,Risky,Medium,Weak,No,No,None,Yes,75
28,Male,Suburban,Retail,High School,Medium,3,Windows,Medium,No,Low,Public,Often,4,Yes,Risky,High,Moderate,No,Yes,Moderate,Yes,70
32,Female,Rural,Education,Master's,High,2,Windows,Medium,No,Low,Public,Sometimes,4,No,Moderate,Low,Weak,Yes,Yes,None,No,81
41,Female,Urban,Healthcare,PhD,Medium,3,Windows,High,Yes,Low,Private,Rarely,1,No,Moderate,Medium,Moderate,No,Yes,Moderate,No,62
55,Non-binary,Urban,Legal,PhD,Medium,4,iOS,High,Yes,High,Private,Rarely,4,Yes,Cautious,Low,Strong,Yes,Yes,None,Yes,83
52,Male,Urban,Healthcare,Master's,Low,2,Android,High,Yes,High,Public,Often,4,Yes,Moderate,Low,Strong,No,Yes,None,Yes,83
47,Male,Rural,Retail,High School,High,3,Android,Low,No,Medium,Private,Often,1,Yes,Moderate,Low,Weak,Yes,No,None,No,75
48,Male,Urban,IT,High School,Low,1,Android,Medium,Yes,High,Public,Rarely,3,No,Cautious,Medium,Weak,No,No,Moderate,No,61
22,Male,Suburban,Finance,Master's,Low,1,Linux,High,No,High,Public,Sometimes,4,No,Cautious,Medium,Strong,No,Yes,None,Yes,89
61,Female,Rural,IT,Bachelor's,High,1,iOS,High,Yes,High,Public,Often,2,No,Risky,Low,Strong,No,Yes,Moderate,Yes,96
31,Female,Rural,IT,Bachelor's,Low,2,Android,Medium,No,Low,Private,Rarely,3,Yes,Risky,High,Weak,No,No,Moderate,Yes,61
28,Non-binary,Urban,Finance,Associate,Low,3,Android,Low,No,Medium,Public,Sometimes,4,No,Risky,Medium,Moderate,No,No,Moderate,No,63
26,Non-binary,Urban,Legal,High School,Low,1,Windows,Medium,No,Low,Public,Often,3,Yes,Risky,Low,Moderate,Yes,Yes,Moderate,Yes,83
51,Male,Suburban,Healthcare,High School,High,2,Windows,High,Yes,Medium,Private,Sometimes,4,Yes,Moderate,High,Moderate,No,No,Strict,Yes,60
29,Non-binary,Rural,Healthcare,Master's,Low,3,Windows,Medium,Yes,High,Private,Rarely,2,No,Moderate,Low,Weak,No,No,Moderate,Yes,68
52,Non-binary,Urban,Legal,Master's,Low,1,Android,High,Yes,High,Private,Sometimes,4,Yes,Cautious,Medium,Moderate,No,No,None,Yes,61
52,Male,Suburban,Finance,Bachelor's,Low,1,Windows,High,Yes,Low,Public,Rarely,2,Yes,Cautious,Medium,Moderate,Yes,No,Moderate,Yes,65
18,Male,Urban,Education,High School,High,2,Android,Medium,Yes,Low,Private,Often,4,No,Moderate,High,Strong,Yes,Yes,None,Yes,76
57,Non-binary,Rural,IT,High School,Medium,3,Linux,Medium,No,Low,Public,Rarely,4,No,Risky,Medium,Strong,Yes,No,Strict,Yes,81
39,Female,Urban,Retail,PhD,Medium,2,Linux,Low,No,Medium,Public,Rarely,3,Yes,Risky,Low,Strong,No,No,Moderate,No,65
46,Non-binary,Rural,Healthcare,Associate,Medium,1,Other,High,No,Low,Public,Often,1,No,Risky,Low,Strong,Yes,No,Strict,No,87
25,Non-binary,Urban,Legal,Associate,Medium,2,iOS,High,No,High,Private,Rarely,2,Yes,Risky,High,Strong,No,Yes,Moderate,No,68
28,Female,Rural,Retail,Bachelor's,Low,2,Windows,High,Yes,Medium,Public,Sometimes,3,Yes,Cautious,High,Weak,Yes,No,Moderate,No,60
58,Female,Suburban,Finance,High School,High,1,Windows,High,Yes,Medium,Public,Often,1,No,Moderate,High,Moderate,No,Yes,Strict,No,82
54,Male,Rural,Retail,PhD,Low,1,iOS,High,No,High,Private,Sometimes,3,Yes,Cautious,High,Moderate,Yes,Yes,None,No,64
31,Male,Suburban,Retail,High School,High,3,iOS,Medium,No,Low,Public,Often,2,Yes,Moderate,Low,Weak,Yes,No,None,No,74
47,Non-binary,Rural,IT,Master's,Low,3,Other,High,Yes,Low,Private,Rarely,1,Yes,Risky,Low,Moderate,No,Yes,None,No,70
52,Female,Suburban,Finance,Bachelor's,Medium,1,iOS,Medium,Yes,High,Private,Sometimes,1,Yes,Cautious,Low,Moderate,No,Yes,Moderate,No,54
38,Male,Urban,Retail,Associate,Medium,1,Android,Low,No,High,Private,Often,1,No,Moderate,Low,Moderate,Yes,Yes,None,Yes,85
54,Non-binary,Rural,Healthcare,High School,High,4,Windows,High,No,High,Private,Sometimes,2,Yes,Moderate,High,Strong,Yes,Yes,None,Yes,88
22,Female,Urban,Finance,Bachelor's,Low,4,iOS,Low,Yes,High,Public,Often,2,No,Moderate,Medium,Strong,No,No,Moderate,No,71
36,Non-binary,Suburban,Healthcare,Associate,Medium,3,Android,Medium,Yes,Medium,Public,Often,3,Yes,Moderate,Low,Weak,Yes,No,Strict,Yes,75
31,Male,Rural,Legal,High School,High,2,iOS,Medium,Yes,Medium,Public,Sometimes,4,No,Risky,Medium,Strong,Yes,Yes,None,Yes,79
43,Male,Rural,Legal,PhD,Low,1,Android,Low,No,Low,Public,Sometimes,4,No,Risky,High,Moderate,Yes,No,Strict,Yes,71
21,Female,Urban,Education,Bachelor's,High,1,Linux,High,No,Medium,Private,Sometimes,4,Yes,Moderate,High,Weak,Yes,Yes,Moderate,No,76
42,Non-binary,Rural,Legal,High School,Low,2,Android,Medium,Yes,Medium,Public,Sometimes,4,Yes,Moderate,Medium,Moderate,No,Yes,Moderate,No,51
62,Female,Rural,Retail,Associate,Low,3,Other,Medium,No,Medium,Private,Often,3,No,Moderate,High,Moderate,Yes,No,None,No,70
59,Male,Urban,Finance,Associate,Low,4,Android,Medium,No,High,Public,Sometimes,2,Yes,Risky,Medium,Weak,Yes,Yes,None,Yes,94
42,Male,Rural,Legal,PhD,High,3,iOS,Medium,Yes,Medium,Public,Sometimes,3,Yes,Cautious,Low,Moderate,Yes,No,Strict,Yes,64
35,Non-binary,Urban,Healthcare,Bachelor's,High,2,Linux,Medium,No,Low,Private,Sometimes,1,No,Moderate,High,Weak,No,No,None,Yes,72
57,Non-binary,Urban,Retail,Bachelor's,Low,1,Linux,Medium,No,Medium,Public,Sometimes,2,Yes,Cautious,High,Weak,No,Yes,Strict,No,64
25,Non-binary,Urban,Legal,High School,Medium,4,Android,Low,No,High,Public,Sometimes,2,No,Risky,Medium,Moderate,No,No,Moderate,No,73
56,Female,Urban,IT,Associate,Low,2,iOS,High,Yes,Medium,Private,Sometimes,4,No,Risky,Medium,Moderate,No,No,Strict,No,61
57,Non-binary,Urban,Healthcare,Associate,High,1,Linux,High,Yes,Low,Public,Rarely,3,Yes,Risky,Medium,Moderate,No,No,Moderate,Yes,76
